threads,time
2,0.1
2,0.09
2,0.08
2,0.08
2,0.08
4,0.36
4,0.37
4,0.39
4,0.33
4,0.4
8,0.88
8,0.89
8,0.84
8,0.85
8,0.92
16,1.89
16,1.97
16,1.99
16,1.94
16,1.93
32,3.64
32,4.06
32,4.16
32,4.25
32,4.32
